Batch,Reward,Loss
532.0,200,0.03877182746306062
533.0,200,0.13316589614376426
534.0,200,0.7458474189601838
535.0,200,0.6685197553038598
536.0,200,0.8150092677399516
537.0,200,0.616689644753933
538.0,200,1.6517491101613269
539.0,200,0.8142030272167176
540.0,200,1.1893129672575742
541.0,200,2.2091980092134325
542.0,200,1.1830891781207173
543.0,103,0.7991075898861507
544.0,200,1.9342554775066674
545.0,200,1.2390016279369593
546.0,200,1.3547519227210432
547.0,200,1.375918195322156
548.0,200,2.5069265905441718
549.0,175,0.22430601262651684
550.0,200,0.7361204614117741
551.0,200,2.4824548933980988
552.0,200,2.511724782958627
553.0,200,0.0901172473654151
554.0,200,0.18691692680120467
555.0,200,0.25530557304620743
556.0,200,0.6229662037082017
557.0,200,1.2945298746041953
558.0,200,0.19092829600473402
559.0,200,0.2831085937097669
560.0,200,0.21105819633230566
561.0,200,0.08210244335234165
562.0,200,0.072488843947649
563.0,200,0.06551167629659176
564.0,200,0.054377930499613286
565.0,200,0.06946618020534516
566.0,200,0.06557285778224468
567.0,200,0.07204192858189344
568.0,200,0.10051698837429285
569.0,200,0.14848090916872025
570.0,200,0.29025422263890505
571.0,200,0.26466618917882445
572.0,200,0.08154652871191502
573.0,200,0.21972850309684872
574.0,200,0.2460203829035163
575.0,200,0.28939935080707074
576.0,200,0.5606047583371401
577.0,200,0.34268783798441294
578.0,200,0.10278638206422329
579.0,200,0.24027062656357884
580.0,200,0.11388744028285146
581.0,200,0.12590447587892414
582.0,200,0.14979053638875484
583.0,200,0.16940609738230705
584.0,200,0.15512281227856875
585.0,200,0.15731505196541548
586.0,200,0.2283740884810686
587.0,200,0.16435470338910818
588.0,200,0.15648244995623828
589.0,200,0.1859207922965288
590.0,200,0.1448513699322939
591.0,200,0.24800781486555934
592.0,200,0.4824684037640691
593.0,200,0.25616053633391855
594.0,200,0.7799126973375679
595.0,200,0.4504369394667447
596.0,200,0.3052933217957616
597.0,200,0.27467778224498035
598.0,200,0.1976493100449443
599.0,200,0.8696921313554049
600.0,200,0.4132112274877727
601.0,200,0.3045982215180993
602.0,200,0.2869164412841201
603.0,200,0.48311484694480894
604.0,200,0.19262242555618286
605.0,200,0.45719490822404624
606.0,200,0.1901904482394457
607.0,200,0.7124625473888591
608.0,200,1.9526760937459766
609.0,200,2.1905114212073387
610.0,200,1.1383096682652831
611.0,200,1.6158859883528203
612.0,200,0.2809191097691655
613.0,200,1.1363771677808836
614.0,200,0.24184796292334795
615.0,200,0.6390730210673063
616.0,200,0.7134241236932576
617.0,200,0.4475115433894098
618.0,200,0.6955488865636289
619.0,200,0.15671575348824263
620.0,200,0.5710158102586865
621.0,200,0.6081718935351819
622.0,200,0.24018259067088366
623.0,200,0.28583099097013476
624.0,200,0.17110971234738825
625.0,200,0.49326069712638854
