Batch,Reward,Loss
1.0,54,0.6388637962795439
2.0,35,0.6283086386937944
3.0,26,0.5909022064436049
4.0,21,0.6583170304222713
5.0,19,0.5535734475605072
6.0,13,0.6180167898299203
7.0,11,0.7407049129879664
8.0,13,0.5468478865093656
9.0,10,0.5901565674751524
10.0,21,0.5910909081262256
11.0,16,0.5927678791303483
12.0,13,0.6167781835510617
13.0,17,0.597566510949816
14.0,19,0.5431158022275047
15.0,13,0.5547922660434057
16.0,24,0.6154715485042996
17.0,25,0.6038150200768123
18.0,24,0.669034879358988
19.0,30,0.6769787697564988
20.0,20,0.7406799518872821
21.0,14,0.768649575256166
22.0,26,0.871849362812345
23.0,25,0.8027045859230889
24.0,55,0.9694807756514776
25.0,22,0.7923622576017229
26.0,13,0.780352995509193
27.0,9,0.9739903930633788
28.0,17,0.8970749217366415
29.0,19,0.9315575701849801
30.0,28,0.8870392413366408
31.0,33,0.9825078797718835
32.0,12,1.0824253672645205
33.0,17,1.2747247682677374
34.0,11,1.251764108264257
35.0,20,0.9314005365447392
36.0,31,1.2975155190816001
37.0,18,1.108702262242635
38.0,13,1.5497215910563393
39.0,13,1.6397980110985892
40.0,14,1.5132039444787162
41.0,17,1.5924817853503757
42.0,8,2.410989560778179
43.0,10,1.7381113181038508
44.0,45,1.6065006956221566
45.0,14,1.5058867874599637
46.0,8,2.0924839670695956
47.0,22,1.4245059282060653
48.0,12,2.2958244161000327
49.0,19,2.3537028535963995
50.0,27,1.5714826886616056
51.0,15,2.000586159645565
52.0,23,1.918562853147113
53.0,28,1.832287317230588
54.0,10,2.38843029642862
55.0,28,1.9201174463544572
56.0,11,2.1702863678099615
57.0,12,2.0672507778046625
58.0,23,2.0044341957758345
59.0,21,1.5543699467939043
60.0,14,1.8610828395873782
61.0,19,1.7119987162332686
62.0,13,1.8918689508286735
63.0,35,1.5258218712276883
64.0,16,1.6181322033443148
65.0,16,1.907924599117703
66.0,13,2.6043304923980957
67.0,24,1.5184022926148915
68.0,23,1.7111983261411152
69.0,16,1.4420343429323226
70.0,26,1.5449326492491222
71.0,25,1.5899145603179932
72.0,12,1.6492437332395524
73.0,38,1.9850454406132774
74.0,17,1.6712131765153673
75.0,14,2.0584071704319546
76.0,50,1.0431210100650787
77.0,25,1.2986709787732078
78.0,53,1.1412781098532299
79.0,87,0.3646555495640588
80.0,9,2.9511351214041786
81.0,16,3.8923658227163647
82.0,26,4.618879053327772
83.0,11,3.428792797383808
84.0,11,5.461664729648167
85.0,18,2.573513715040116
86.0,15,4.585469783298553
87.0,13,4.385310596889919
88.0,12,3.5731761190626354
89.0,14,3.379274330441914
90.0,14,3.4102592733171253
91.0,15,3.3420612130846297
92.0,31,2.5490554930671814
93.0,19,2.643889939974225
94.0,32,2.6360958492945112
95.0,39,2.1144329517606706
96.0,21,2.997725146157401
97.0,24,2.5130750905899775
98.0,37,2.1416852133614674
99.0,45,2.230512471426101
100.0,114,1.1741238106337806
101.0,18,1.444971517911033
102.0,15,2.344120727645026
103.0,31,2.67713509287153
104.0,38,1.6069238904922727
105.0,29,2.364318597884405
106.0,34,1.6465326566544791
107.0,53,1.4392516385941279
108.0,70,0.9651937681058097
109.0,69,1.2545991677140433
110.0,93,1.1118103473905534
111.0,48,2.709754773548671
112.0,97,1.1774892958383711
113.0,12,1.7345523540935819
114.0,37,2.5783316559261746
115.0,120,1.3210444511875274
116.0,17,1.07796425478799
117.0,121,1.5065076653919522
118.0,51,2.942566808017473
119.0,19,4.252365763225253
120.0,31,4.33501622790382
121.0,19,5.1844857722993885
122.0,20,4.147139030789572
123.0,13,5.157835135384212
124.0,17,4.138128218196687
125.0,17,5.1515929244813465
126.0,24,4.926083810745724
127.0,19,4.093453528389098
128.0,25,3.8261307686094255
129.0,27,3.5502394570244684
130.0,16,4.480613602532281
131.0,33,4.075809554448203
132.0,12,3.383390328240773
133.0,44,4.200977949869065
134.0,40,3.392831484476725
135.0,50,2.531433014169572
136.0,43,2.436840292007204
137.0,32,2.20046631684379
138.0,64,1.391788301723344
139.0,80,1.1613684639571205
140.0,38,3.1892061065586788
141.0,43,2.4325152465275357
142.0,47,1.9512111572992235
143.0,86,1.387078981550913
144.0,36,2.187902355950976
145.0,101,1.4822336113642132
146.0,30,2.433722072177463
147.0,44,2.0530646528516496
148.0,61,2.60629579755995
149.0,75,1.2325431728173817
150.0,84,1.5017604525127108
151.0,52,2.372103017473978
152.0,149,1.1296433688156189
153.0,112,1.2366652450864277
154.0,28,2.9954910581074063
155.0,62,2.428096702884114
156.0,54,2.4060270218622115
157.0,59,2.697855275774759
158.0,60,2.873162209041535
159.0,61,2.4007508792574446
160.0,51,2.4618888544657875
161.0,116,1.5910951977684384
162.0,122,1.4891123866278029
163.0,200,1.5682429697305438
164.0,93,1.4498997964556255
165.0,84,1.2736493841050163
166.0,138,1.1343863653758215
167.0,69,0.6157221356554637
168.0,195,0.582088229911668
169.0,118,1.7343146119798933
170.0,34,3.263950915563674
171.0,43,5.487807470654684
172.0,27,3.820808316033984
173.0,34,4.158109013996427
174.0,63,2.3345929403153676
175.0,156,1.5717260004982117
176.0,134,1.3494168063477865
177.0,70,1.6763422687848408
178.0,65,1.5995162898112858
179.0,51,1.9853269978175088
180.0,115,1.6111253973037478
181.0,46,3.598760056117224
182.0,67,2.224372583722311
183.0,74,1.916479474022275
184.0,74,2.3243935898182886
185.0,31,3.6262786539774092
186.0,148,1.8521067880921893
187.0,38,3.364716223071492
188.0,24,3.3800993268451993
189.0,48,2.7061545811002214
190.0,61,2.5820876681615434
191.0,107,1.4259949979327975
192.0,102,2.0562095001103384
193.0,195,2.172030494326637
194.0,47,3.3847655417427185
195.0,200,2.068241756350275
196.0,138,1.5550429144548992
197.0,65,1.6579998258560422
198.0,120,1.8709834218025208
199.0,194,1.7965878678692713
200.0,19,3.7266200080750482
201.0,148,1.7056738384186276
202.0,151,0.9815174492578658
203.0,86,2.5259178479512534
204.0,78,2.3702309313747616
205.0,39,4.488687689342196
206.0,82,2.0749684061322893
207.0,200,1.7993649225386361
208.0,200,2.37861704826355
209.0,200,2.3415293239411854
210.0,176,2.0243440923236666
211.0,140,2.4519722953675287
212.0,132,1.6520594904820125
213.0,87,2.337568722073994
214.0,200,2.7890399158710526
215.0,167,0.9649276733398438
216.0,104,1.3289182526724679
217.0,159,0.9502521053193107
218.0,200,2.121011142692869
219.0,126,2.382060645591645
220.0,113,1.5161352006215898
221.0,191,1.0269478657652462
222.0,80,2.413042126666932
223.0,75,2.469079085758754
224.0,100,2.520211946396601
225.0,170,2.3580032681661938
226.0,120,2.345407363677782
227.0,108,2.205261784413504
228.0,41,4.856116187950922
229.0,128,2.112406805394188
230.0,116,1.2261278056909168
231.0,110,1.447313922738272
232.0,43,4.595308583880228
233.0,72,2.6658047641080524
234.0,200,2.300699540546962
235.0,200,2.9139910349770197
236.0,112,2.136690071650914
237.0,105,2.274917555943368
238.0,27,4.946540166461278
239.0,31,6.062412004858729
240.0,26,5.393732131473602
241.0,28,8.161429357907128
242.0,20,4.193108780989571
243.0,31,4.5084922145756465
244.0,25,3.6877994423820857
245.0,116,1.8860368612739775
246.0,115,2.0441409392016276
247.0,156,2.3885839827476985
248.0,200,2.6830632355478077
249.0,200,3.16597608914451
250.0,200,0.7417141047735063
251.0,188,0.7085148875438978
252.0,33,3.504597761801311
253.0,120,0.9492243320222885
254.0,149,0.8044126942044213
255.0,129,0.9435983233981662
256.0,173,0.7142998001405171
257.0,165,1.0340005635978684
258.0,118,0.9642397978949169
259.0,179,1.1763464269183932
260.0,200,3.318208953454381
261.0,120,1.848013359166327
262.0,99,1.9540751056065635
263.0,126,1.8955050858240279
264.0,168,1.843052413728502
265.0,200,1.3874310425349645
266.0,156,1.3591647488730294
267.0,185,1.0335031776201158
268.0,200,3.326176533623347
269.0,83,2.342167681999623
270.0,200,3.3181040627615794
271.0,200,3.432033841690374
272.0,126,2.287994187975687
273.0,200,2.387258964635077
274.0,200,2.8073947559746486
275.0,200,2.893616929886833
276.0,125,1.8607262864945426
277.0,59,4.33801213521806
278.0,82,1.8594002054324226
279.0,153,1.690652921795845
280.0,200,2.50200310964433
281.0,200,3.0580829713079662
282.0,200,2.586046256716289
283.0,200,3.6441455379364984
284.0,159,0.44444135919449823
285.0,185,0.47519898130780175
286.0,176,0.4596968028871786
287.0,200,1.2459949236067513
288.0,200,3.4089822597683423
289.0,191,1.4957665860179872
290.0,125,1.667353209995088
291.0,119,1.67279094741458
